subject,body_text,url_count,has_urgency,label
Agenda for Tomorrow's Standup Meeting (Ref: 708),"This is a reminder to submit your self-assessment before the end-of-month review cycle. Thanks, John.",0,0,0
PayPal Support: Unauthorized funds transfer request,"Your account is past due. To avoid immediate collection actions, pay your outstanding bill at this portal. Click here: http://verification-chase-support.net/login",1,0,1
Feedback on code design patterns (Ref: 225),"Attached is the PDF copy of our Q3 budget allocation analysis. Let me know if you have questions. Thanks, Sarah.",0,0,0
System Warning: Update password immediately!,We detected security restrictions on your credit card. Update your banking profile details to restore access. Click here: http://verification-netflix-support.net/login,3,1,1
Weekly Project Progress Update (Ref: 407),"We successfully deployed the latest security patches to the production clusters. Thanks, Alice.",0,0,0
Update Billing Information: Payment Restrict Alert,We could not process your monthly membership. Please update your payment card information at the link below. Click here: http://verification-chase-support.net/login,2,1,1
Release notes for version 2.4.1 (Ref: 417),"Attached are the slides for the client presentation. Please review them before the call. Thanks, Sarah.",0,0,0
"Congratulations! You won a $1,000 reward voucher","Your account is past due. To avoid immediate collection actions, pay your outstanding bill at this portal. Click here: http://verification-amazon-support.net/login",2,0,1
Client presentation slide deck (Ref: 966),"This is a reminder to submit your self-assessment before the end-of-month review cycle. Thanks, Sarah.",0,0,0
Security Alert: Unauthorized login attempts detected,"Your account is past due. To avoid immediate collection actions, pay your outstanding bill at this portal. Click here: http://verification-paypal-support.net/login",1,0,1
Quarterly financial report summary (Ref: 749),"I booked a table for 5 at the corner grill for our team lunch tomorrow. Thanks, Sarah.",1,0,0
URGENT: Verify your account activity immediately!,"Your account is past due. To avoid immediate collection actions, pay your outstanding bill at this portal. Click here: http://verification-amazon-support.net/login",3,1,1
Quarterly financial report summary (Ref: 936),"Hi Team, please find attached the weekly spreadsheet covering our key performance indicators. Thanks, David.",0,0,0
URGENT: Verify your account activity immediately!,Your email security credentials expire in 24 hours. Log in here to synchronize your active password. Click here: http://verification-chase-support.net/login,3,1,1
Approved: Expense report #3904 (Ref: 501),"Hi Team, please find attached the weekly spreadsheet covering our key performance indicators. Thanks, Sarah.",1,0,0
Netflix: Your subscription has been suspended!,Your email security credentials expire in 24 hours. Log in here to synchronize your active password. Click here: http://verification-amazon-support.net/login,2,1,1
Lunch reservation details (Ref: 703),"Your request for business travel expenses has been reviewed and approved by management. Thanks, Sarah.",0,0,0
Verify your banking details to avoid limitations,"To protect your privacy, we require verification of your email account status. Click below to continue. Click here: http://verification-chase-support.net/login",2,1,1
Agenda for Tomorrow's Standup Meeting (Ref: 560),"Attached are the slides for the client presentation. Please review them before the call. Thanks, Alice.",0,0,0
PayPal Support: Unauthorized funds transfer request,"A transaction of $500.00 is pending verification. If you did not authorize this, log in here to cancel it. Click here: http://verification-paypal-support.net/login",1,0,1
Release notes for version 2.4.1 (Ref: 413),"The recent refactor of the database layer looks clean. Great job on the transaction alignments. Thanks, Sarah.",0,0,0
Netflix: Your subscription has been suspended!,Your email security credentials expire in 24 hours. Log in here to synchronize your active password. Click here: http://verification-netflix-support.net/login,3,1,1
Client presentation slide deck (Ref: 354),"This is a reminder to submit your self-assessment before the end-of-month review cycle. Thanks, Sarah.",1,0,0
Verify your banking details to avoid limitations,You have been selected to receive a promotional gift card. Claim your reward by logging in here. Click here: http://verification-amazon-support.net/login,3,1,1
Agenda for Tomorrow's Standup Meeting (Ref: 827),"The recent refactor of the database layer looks clean. Great job on the transaction alignments. Thanks, David.",0,0,0
Invoice Notification: Payment outstanding #83940,Your email security credentials expire in 24 hours. Log in here to synchronize your active password. Click here: http://verification-amazon-support.net/login,1,1,1
Lunch reservation details (Ref: 183),"Merged PR #405: updates user session cookies validation handlers. Thanks, Sarah.",0,0,0
PayPal Support: Unauthorized funds transfer request,We could not process your monthly membership. Please update your payment card information at the link below. Click here: http://verification-netflix-support.net/login,2,1,1
Annual performance evaluation reminder (Ref: 924),"This is a reminder to submit your self-assessment before the end-of-month review cycle. Thanks, John.",1,0,0
Netflix: Your subscription has been suspended!,You have been selected to receive a promotional gift card. Claim your reward by logging in here. Click here: http://verification-amazon-support.net/login,3,1,1
Approved: Expense report #3904 (Ref: 731),"I booked a table for 5 at the corner grill for our team lunch tomorrow. Thanks, John.",0,0,0
Security Alert: Unauthorized login attempts detected,"A transaction of $500.00 is pending verification. If you did not authorize this, log in here to cancel it. Click here: http://verification-paypal-support.net/login",1,0,1
Release notes for version 2.4.1 (Ref: 415),"We successfully deployed the latest security patches to the production clusters. Thanks, David.",1,0,0
